Location,10,50,500
ABBOTSFORD_A_702,21.8019,26.1151,32.3117
ABEE_AGDM_32232,14.5784,16.9719,20.4105
AKLAVIK_A_1623,19.3696,24.1034,30.9043
ALERT_1731,34.3603,40.7081,49.8277
ARMSTRONG_(AUT)_3987,17.5264,20.355,24.4187
ATMORE_AGDM_32231,16.3146,18.5844,21.8453
BAGOTVILLE_A_5889,20.4613,23.0853,26.8551
BAKER_LAKE_A_1709,28.6504,33.4962,40.4578
BEAVER_CREEK_A_1518,14.2492,18.7891,25.3116
BLUE_RIVER_A_1237,19.0208,24.6627,32.7681
BODO_AGDM_32149,20.1462,23.1076,27.362
BONAVISTA_6576,33.7144,38.7041,45.8727
BRANDON_A_3471,22.3704,25.5312,30.072
BREVOORT_ISLAND_1735,35.5184,41.5601,50.2399
BROADVIEW_2855,22.2531,25.5524,30.2924
BROUGHTON_ISLAND_1736,29.6175,35.4435,43.8134
BUFFALO_NARROWS_A_3357,20.0373,23.5242,28.5337
BURWASH_A_1525,23.7373,29.4095,37.5586
BYRON_BAY_A_1785,25.242,29.4784,35.5647
CALGARY_INTL_A_2205,24.4064,27.4857,31.9097
CAMBRIDGE_BAY_A_1786,25.0603,28.3393,33.05
CAMPBELL_RIVER_A_145,17.1992,20.0999,24.2671
CAPE_DORSET_A_1738,25.9579,30.5964,37.2604
CAPE_HOOPER_1742,39.8609,47.3624,58.1396
CAPE_PARRY_A_1633,24.748,28.9523,34.9924
CAPE_SCOTT_237,27.3575,32.5574,40.0279
CARTWRIGHT_6773,29.292,33.1025,38.5769
CASTLEGAR_A_1105,16.8342,19.9404,24.4029
CHAMPION_AGDM_32254,22.8666,25.2044,28.563
CHARLOTTETOWN_A_6526,25.3284,29.943,36.5725
CHURCHILL_A_3871,27.0994,31.7666,38.4717
CLEARDALE_AGDM_32255,15.6433,17.7327,20.7343
CLINTON_POINT_1637,31.7571,36.6308,43.6328
CLYDE_A_1743,27.4711,31.5564,37.4257
COLD_LAKE_A_2832,20.1632,23.5389,28.3886
COMOX_A_155,22.6148,25.1188,28.7161
CORAL_HARBOUR_A_1713,30.6401,36.4197,44.7229
CRANBROOK_A_1174,16.2078,18.6813,22.2351
DANIELS_HARBOUR_6613,32.6889,38.6478,47.2087
DAPP_AGDM_31414,18.5365,21.2751,25.2095
DAUPHIN_A_3780,22.4558,25.5033,29.8816
DAWSON_A_1535,11.7254,13.5658,16.2099
DAWSON_CREEK_A_1404,19.9271,23.8738,29.5439
DEASE_LAKE_1454,13.8629,16.6014,20.5358
DEER_LAKE_A_6615,21.1208,24.9381,30.4223
DEL_BONITA_AGDM_32256,25.8927,28.7766,32.9197
DEWAR_LAKES_1746,33.1321,39.0895,47.6482
DRYDEN_A_3953,15.7969,18.0907,21.386
EARLTON_A_4145,19.1672,22.5915,27.511
EDMONTON_INTL_A_1865,20.6092,23.38,27.3607
EDMONTON_NAMAO_A_1868,22.3165,26.4931,32.4935
EGG_ISLAND_31027,25.6355,31.3143,39.4729
EUREKA_A_1750,26.7792,32.3741,40.4121
FLIN_FLON_A_3858,15.7333,18.4075,22.2493
FORT_GOOD_HOPE_A_1644,17.6753,22.304,28.954
FORT_LIARD_A_1646,14.4647,17.1435,20.992
FORT_NELSON_A_1455,16.0314,18.8525,22.9054
FORT_RESOLUTION_A_1654,22.9648,29.3108,38.4279
FORT_SIMPSON_A_1656,16.5178,19.6765,24.2146
FORT_SMITH_A_1660,16.4784,18.8754,22.319
FORT_ST_JOHN_A_1413,22.7306,26.9727,33.0673
GAGETOWN_A_7558,15.9373,17.7085,20.2532
GANDER_INTL_A_6633,27.8681,32.6231,39.4546
GASPE_A_5794,20.1405,23.525,28.3873
GATINEAU_A_8375,16.1823,19.0806,23.2446
GERALDTON_A_4003,15.3921,17.2723,19.9735
GILLAM_A_3878,20.9146,24.0269,28.4982
GOOSE_BAY_A_6777,21.68,24.5591,28.6955
GORE_BAY_A_4209,21.3667,24.429,28.8284
GRANDE_PRAIRIE_A_2718,21.9092,24.7233,28.7662
GREENWOOD_A_6354,25.2899,29.5597,35.6938
HAINES_JUNCTION_1556,14.2674,17.0134,20.9586
HALIFAX_STANFIELD_INTL_A_6358,22.4336,25.7748,30.5748
HALL_BEACH_A_1755,25.3723,29.2472,34.8139
HAMILTON_A_4932,24.6721,28.5065,34.0151
HAY_RIVER_A_1664,18.486,21.623,26.1298
HIGH_LEVEL_A_2726,14.8822,17.039,20.1376
ILES_DE_LA_MADELEINE_A_5748,26.9458,30.7626,36.2459
INUKJUAK_UA_6082,24.614,27.7355,32.2201
INUVIK_A_1669,16.0371,18.8442,22.8772
IQALUIT_A_1758,29.0765,34.7447,42.888
ISLAND_LAKE_A_3880,18.5044,22.1989,27.5067
KAMLOOPS_A_1275,19.5805,22.3558,26.343
KELOWNA_A_1001,15.1465,17.3103,20.419
KENORA_A_3960,17.1824,19.9556,23.9398
KINGSTON_A_4295,21.3409,24.6922,29.5069
KUGLUKTUK_A_1641,24.5653,28.4133,33.9417
KUUJJUAQ_A_6095,26.5496,31.3375,38.216
KUUJJUARAPIK_A_6083,22.7938,26.1731,31.0279
LANGARA_358,33.1273,39.2831,48.1269
LA_GRANDE_RIVIERE_A_6047,20.0323,23.7865,29.18
LA_RONGE_A_3381,16.0719,18.6552,22.3666
LETHBRIDGE_A_2263,29.7285,34.1872,40.5929
LONDON_INTL_AIRPORT_4789,22.3372,25.8548,30.9084
LONGSTAFF_BLUFF_1764,27.9337,32.9793,40.228
LOURDES_DE_BLANC_SABLON_A_5669,31.3237,37.3575,46.0259
MACKAR_INLET_1765,29.6222,34.8139,42.2727
MACKENZIE_A_1423,14.239,16.7919,20.4595
MANIWAKI_UA_5607,15.6212,18.7298,23.1959
MAYO_A_1572,14.3105,17.1979,21.3461
MCINNES_ISLAND_409,34.0291,39.4412,47.2166
MEADOW_LAKE_A_3386,19.9204,22.8118,26.9656
MEDICINE_HAT_A_2273,21.9969,24.6174,28.3823
MERRY_ISLAND_LIGHTSTATION_320,27.0475,31.0664,36.8403
MISCOU_ISLAND_(AUT)_6205,27.1367,32.965,41.3385
MONCTON_A_6207,23.1779,27.1066,32.7507
MONT-JOLI_A_5814,23.696,27.3754,32.6614
MONTREAL-MIRABEL_INTL_A_5616,17.5986,20.4259,24.4878
MONTREAL-PIERRE_ELLIOTT_TRUDEAU_INTL_A_5415,21.5862,24.9842,29.8659
MONTREAL-ST-HUBERT_A_5490,24.0799,28.3702,34.5339
MOOSE_JAW_A_2967,25.7126,29.6242,35.2439
MOOSONEE_UA_4168,16.3437,19.3824,23.7479
MORRIN_AGDM_32433,21.3151,24.4363,28.9203
MOULD_BAY_A_1792,25.385,30.5643,38.0051
MUSKOKA_A_4477,16.7365,19.3677,23.1478
NANAIMO_A_192,13.6048,15.9207,19.2478
NANISIVIK_A_1769,30.2213,37.1462,47.0948
NATASHQUAN_A_5715,25.4928,30.1283,36.7879
NORTH_BATTLEFORD_A_3244,20.4093,23.2278,27.2769
NORTH_BAY_A_4201,18.0287,20.5827,24.2518
OTTAWA_MACDONALD-CARTIER_INTL_A_4337,19.6103,22.4442,26.5155
PARENT_5966,14.9917,18.2145,22.8445
PEACE_RIVER_A_2770,17.1249,19.2163,22.221
PELLY_BAY_1718,24.7494,28.7154,34.4132
PENTICTON_A_1053,20.0854,23.2348,27.7594
PEORIA_AGDM_31468,14.2468,15.7105,17.8134
PETAWAWA_A_4352,16.4111,18.7343,22.0718
PICKLE_LAKE_(AUT)_3920,18.6145,21.9132,26.6524
PILOT_MOUND_(AUT)_3649,26.0038,32.7507,42.4436
POND_INLET_A_1774,22.6791,25.9921,30.7517
PORTAGE_SOUTHPORT_A_3518,22.5769,26.2911,31.627
PORT_AUX_BASQUES_6693,31.8483,36.1361,42.2962
PORT_HARDY_A_202,21.8214,24.892,29.3034
PRINCETON_A_1056,16.6062,19.5392,23.7529
PRINCE_ALBERT_A_3322,20.538,24.0298,29.0463
PRINCE_GEORGE_A_631,20.0017,23.4637,28.4375
QUEBEC-JEAN_LESAGE_INTL_A_5251,22.4302,26.2002,31.6164
RANKIN_INLET_A_1721,27.9596,32.25,38.4138
RED_DEER_A_2134,23.8942,29.0663,36.4967
RED_LAKE_A_3923,17.266,20.5545,25.279
REGINA_INTL_A_3002,24.6753,27.9619,32.6836
RESOLUTE_CARS_1776,30.3447,35.5989,43.1473
RESOLUTION_ISLAND_1778,48.386,58.8274,73.8281
ROBERVAL_A_5934,20.4901,23.9607,28.9468
ROUYN_A_6001,15.4683,17.7911,21.1282
SABLE_ISLAND_6454,29.9254,33.8433,39.472
SACHS_HARBOUR_A_1794,23.5798,27.0071,31.931
SAINT_JOHN_A_6250,24.8916,29.3724,35.8096
SANDSPIT_A_367,31.2217,35.1869,40.8835
SASKATOON_DIEFENBAKER_INTL_A_3328,23.7953,28.2368,34.6179
SAULT_STE_MARIE_A_4093,22.3041,25.572,30.2667
SCHEFFERVILLE_A_6098,23.6513,28.062,34.3987
SEPT-ILES_A_5742,26.0725,30.3803,36.569
SHEARWATER_A_6465,24.4751,28.5936,34.5106
SHEPHERD_BAY_A_1723,26.0322,30.4729,36.8526
SHERBROOKE_A_5530,17.2459,19.9231,23.7693
SHILO_3539,19.2787,22.7503,27.7379
SHINGLE_POINT_A_1596,28.5832,32.5159,38.1657
SMITHERS_A_487,16.5069,19.4023,23.5621
SMOKY_LAKE_AGDM_32456,15.0832,17.2303,20.315
STEPHENVILLE_A_6740,25.5892,29.8197,35.8975
STEWART_A_434,14.6545,17.2325,20.9363
ST_CATHARINES_A_4683,21.2599,24.7749,29.8247
ST_JOHNS_A_6720,29.8603,34.8144,41.9317
SUDBURY_A_4132,23.8513,28.5407,35.2779
SUFFIELD_A_2312,21.8317,24.4658,28.2501
SUMMERSIDE_A_6547,28.5381,35.0202,44.3329
SWIFT_CURRENT_A_3155,27.2751,32.548,40.1233
SYDNEY_A_6486,24.829,28.5649,33.9321
TERRACE_A_441,22.0552,25.8414,31.2809
TESLIN_A_1610,16.2176,19.4507,24.0955
THE_PAS_A_3864,20.9831,24.5427,29.6567
THOMPSON_A_3905,15.9177,17.9716,20.9223
THUNDER_BAY_A_4055,20.0876,23.7011,28.8924
TIMMINS_VICTOR_POWER_A_4180,16.7923,19.6445,23.7422
TOFINO_A_277,21.8825,26.3728,32.824
TORONTO_LESTER_B,22.7184,26.1933,31.1855
TRENTON_A_5126,22.7629,26.4462,31.7379
TRIPLE_ISLAND_446,37.6169,45.3334,56.4193
TUKTOYAKTUK_A_1700,23.64,27.8285,33.846
VAL-DOR_A_6081,16.3693,18.4382,21.4104
VALCARTIER_A_5293,13.6769,15.9797,19.2881
VANCOUVER_HARBOUR_CS_888,12.8407,13.8484,15.2962
VANCOUVER_INTL_A_889,21.5916,25.2571,30.5231
VERMILION_AGDM_32461,15.8374,18.1925,21.5759
VICTORIA_GONZALES_HTS_113,27.5856,31.7435,37.7169
VICTORIA_INTL_A_118,18.8504,22.0029,26.532
WABUSH_LAKE_A_6802,18.5288,21.3776,25.4704
WATSON_LAKE_A_1615,18.3717,21.2474,25.3788
WESTERN_HEAD_6501,26.0555,31.3714,39.0086
WHITECOURT_A_2632,15.9165,18.495,22.1995
WHITEHORSE_A_1617,19.1307,22.2909,26.8309
WIARTON_A_4538,21.152,24.3765,29.0091
WILLIAMS_LAKE_A_664,17.9308,20.0308,23.0478
WINDSOR_A_4716,22.4474,26.044,31.211
WINNIPEG_RICHARDSON_INTL_A_3698,22.5615,25.8783,30.6434
WRIGLEY_A_1705,16.5862,20.8941,27.0831
YARMOUTH_A_6516,24.4099,28.7265,34.9281
YELLOWKNIFE_A_1706,18.2577,20.9143,24.7311
YOHIN_1635,28.5288,35.6792,45.9519
YORKTON_A_3062,21.0322,23.8486,27.8949
